"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.9","","","","1"
"2017-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.7","","","","1"
"2017-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.5","","","","1"
"2017-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.7","","","","1"
"2017-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.9","","","","1"
"2017-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.9","","","","1"
"2017-07","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.9","","","","1"
"2017-08","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.5","","","","1"
"2017-09","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.8","","","","1"
"2017-10","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.0","","","","1"
"2017-11","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.6","","","","1"
"2017-12","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.9","","","","1"
"2018-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.1","","","","1"
"2018-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.1","","","","1"
"2018-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","19.5","","","","1"
"2018-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.0","","","","1"
"2018-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.1","","","","1"
"2018-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.3","","","","1"
"2018-07","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.3","","","","1"
"2018-08","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.2","","","","1"
"2018-09","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.1","","","","1"
"2018-10","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.6","","","","1"
"2018-11","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.7","","","","1"
"2018-12","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.8","","","","1"
"2019-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.4","","","","1"
"2019-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.3","","","","1"
"2019-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.5","","","","1"
"2019-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.8","","","","1"
"2019-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.5","","","","1"
"2019-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.5","","","","1"
"2019-07","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.3","","","","1"
"2019-08","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.0","","","","1"
"2019-09","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.6","","","","1"
"2019-10","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.9","","","","1"
"2019-11","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.9","","","","1"
"2019-12","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.7","","","","1"
"2020-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.6","","","","1"
"2020-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","25.2","","","","1"
"2020-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.9","","","","1"
"2020-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.9","","","","1"
"2020-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.5","","","","1"
"2020-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.5","","","","1"
"2020-07","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.6","","","","1"
"2020-08","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.9","","","","1"
"2020-09","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.1","","","","1"
"2020-10","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.6","","","","1"
"2020-11","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.9","","","","1"
"2020-12","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","25.2","","","","1"
"2021-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.0","","","","1"
"2021-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.1","","","","1"
"2021-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.7","","","","1"
"2021-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","20.5","","","","1"
"2021-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.2","","","","1"
"2021-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","21.3","","","","1"
"2021-07","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.2","","","","1"
"2021-08","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","22.6","","","","1"
"2021-09","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.5","","","","1"
"2021-10","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.9","","","","1"
"2021-11","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","24.3","","","","1"
"2021-12","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","23.8","","","","1"
"2022-01","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","25.2","","","","1"
"2022-02","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","25.5","","","","1"
"2022-03","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","27.0","","","","1"
"2022-04","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","27.3","","","","1"
"2022-05","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","28.6","","","","1"
"2022-06","North Coast and Nechako, British Columbia","","Not in labour force","Estimate","Persons","249","thousands","3","v1235065467","78.7.1","28.9","","","","1"
"2006-03","North Coast and Nechako, British Columbia","","Not in labour force","Standard error of estimate","Persons","249","thousands","3","v1235065468","78.7.2","1.6","","","","1"
"2006-04","North Coast and Nechako, British Columbia","","Not in labour force","Standard error of estimate","Persons","249","thousands","3","v1235065468","78.7.2","1.6","","","","1"
"2006-05","North Coast and Nechako, British Columbia","","Not in labour force","Standard error of estimate","Persons","249","thousands","3","v1235065468","78.7.2","1.6","","","","1"
